254.0,244.0,75.0,55.0,61.0,79.0,74.0,238.0,248.0,79.0,66.0,80.0,71.0,104.0,245.0,252.0
254.0,254.0,226.0,86.0,78.0,70.0,96.0,238.0,247.0,92.0,73.0,100.0,102.0,228.0,254.0,253.0
249.0,252.0,254.0,236.0,78.0,59.0,65.0,228.0,232.0,89.0,73.0,80.0,229.0,253.0,251.0,255.0
252.0,250.0,207.0,189.0,77.0,66.0,70.0,88.0,97.0,81.0,79.0,93.0,180.0,206.0,252.0,255.0
253.0,251.0,196.0,195.0,158.0,71.0,71.0,66.0,68.0,85.0,87.0,154.0,202.0,191.0,250.0,252.0
254.0,235.0,182.0,184.0,90.0,67.0,164.0,88.0,93.0,176.0,85.0,89.0,171.0,180.0,245.0,253.0
251.0,246.0,103.0,77.0,71.0,69.0,78.0,73.0,74.0,89.0,73.0,84.0,78.0,102.0,238.0,254.0
254.0,248.0,218.0,100.0,77.0,67.0,68.0,69.0,73.0,73.0,71.0,73.0,92.0,212.0,248.0,254.0
254.0,254.0,249.0,239.0,219.0,83.0,79.0,67.0,70.0,79.0,75.0,92.0,218.0,246.0,250.0,254.0
254.0,250.0,245.0,184.0,185.0,166.0,171.0,182.0,177.0,197.0,173.0,218.0,245.0,252.0,254.0,254.0
254.0,237.0,67.0,74.0,52.0,62.0,171.0,195.0,198.0,200.0,183.0,103.0,82.0,240.0,253.0,253.0
252.0,196.0,163.0,162.0,51.0,151.0,204.0,200.0,204.0,191.0,117.0,173.0,85.0,238.0,254.0,254.0
254.0,241.0,198.0,204.0,175.0,79.0,177.0,207.0,199.0,184.0,117.0,171.0,110.0,237.0,254.0,253.0
247.0,254.0,233.0,230.0,167.0,47.0,168.0,189.0,170.0,112.0,81.0,93.0,234.0,254.0,252.0,253.0
254.0,244.0,96.0,88.0,72.0,74.0,79.0,76.0,80.0,74.0,72.0,89.0,236.0,254.0,248.0,254.0
254.0,247.0,226.0,216.0,208.0,74.0,60.0,63.0,64.0,67.0,86.0,207.0,243.0,254.0,255.0,253.0
